GV_CURBWGT,GV_DVLAT,GV_DVLONG,GV_ENERGY,GV_LANES,GV_MODELYR,GV_OTVEHWGT,GV_SPLIMIT,GV_WGTCDTR,OA_AGE,OA_BAGDEPLY,OA_HEIGHT,OA_MAIS,OA_MANUSE,OA_SEX,OA_WEIGHT,VE_GAD1,VE_ORIGAVTW,VE_WHEELBAS,VE_PDOF_TR,GV_FOOTPRINT
1220,0,-45,599,4,2006,1590,40,Passenger Car,52,Deployed,170,1,0,Male,78,Front,148,262,135,3.8776
1810,-12,-14,599,5,2003,1770,45,Truck (<=6000 lbs.),16,Not Deployed,185,0,1,Male,86,Front,158,272,175,4.2976
1880,17,-6,599,5,2006,1520,35,Truck (<=10000 lbs.),71,Not Deployed,173,0,0,Male,84,Left,167,338,65,5.6446
2090,0,-50,599,5,2004,1470,45,Truck (<=10000 lbs.),36,Deployed,185,1,1,Male,107,Front,159,333,135,5.2947
1250,0,29,598,2,2003,1780,45,Passenger Car,43,Not Deployed,183,1,1,Male,102,Rear,150,259,315,3.885
1800,0,-24,598,2,2005,1100,45,Passenger Car,41,Not Deployed,183,0,0,Male,104,Front,159,293,135,4.6587
1760,4,-21,598,3,2002,1460,45,Truck (<=6000 lbs.),30,Not Deployed,180,1,1,Male,91,Front,160,275,125,4.4
1530,-17,-21,598,4,2007,2470,45,Passenger Car,83,Deployed,168,1,1,Male,69,Front,154,272,175,4.1888
1630,4,-24,598,4,2000,1470,50,Passenger Car,86,Deployed,178,2,1,Male,73,Front,158,285,125,4.503
1730,6,-32,598,4,2008,1760,35,Passenger Car,21,Deployed,175,1,0,Male,86,Front,160,305,125,4.88
2480,10,-17,598,4,2002,1615,45,Truck (<=10000 lbs.),42,Deployed,191,1,0,Male,127,Front,174,351,105,6.1074
2050,-4,-25,598,5,2005,1420,55,Truck (<=6000 lbs.),27,Deployed,183,1,1,Male,98,Front,158,287,145,4.5346
1110,7,-38,597,2,2003,3080,45,Passenger Car,56,Deployed,175,3,0,Male,73,Front,147,262,125,3.8514
1540,20,-3,597,3,2003,2810,30,Passenger Car,23,Not Deployed,175,2,1,Male,73,Left,156,281,55,4.3836
1640,20,-24,597,3,2002,1930,45,Passenger Car,25,Deployed,175,1,1,Male,91,Front,154,257,95,3.9578
1520,5,-31,596,1,2000,1940,35,Passenger Car,79,Not Deployed,173,1,1,Male,66,Front,157,276,125,4.3332
2380,-17,-3,596,2,2005,1690,30,Truck (<=10000 lbs.),21,Not Deployed,170,0,1,Male,68,Right,174,351,215,6.1074
1710,19,-7,596,3,2000,2430,45,Passenger Car,28,Not Deployed,183,1,0,Male,118,Left,159,305,65,4.8495
1550,-12,-20,596,4,2003,1940,45,Passenger Car,44,Not Deployed,175,1,1,Male,104,Front,157,281,165,4.4117
1580,14,-24,596,4,2005,1620,40,Passenger Car,23,Deployed,180,1,1,Male,82,Front,158,272,105,4.2976
1870,13,-5,595,2,2002,1750,30,Truck (<=6000 lbs.),45,Not Deployed,178,0,1,Male,82,Front,161,307,65,4.9427
2010,14,-17,595,2,2002,1250,30,Truck (<=6000 lbs.),75,Deployed,178,1,1,Male,91,Front,169,270,95,4.563
1690,5,-30,595,4,2003,2390,35,Truck (<=6000 lbs.),53,Not Deployed,178,0,1,Male,82,Front,154,262,125,4.0348
1260,0,-31,594,2,2008,1910,50,Passenger Car,17,Deployed,178,1,1,Male,79,Front,149,262,135,3.9038
1880,-10,-17,594,2,2009,1370,40,Truck (<=6000 lbs.),64,Deployed,178,0,1,Male,86,Front,168,303,165,5.0904
2380,15,-8,594,4,2000,1670,40,Truck (<=10000 lbs.),40,Not Deployed,165,1,1,Male,84,Left,166,302,75,5.0132
1520,-15,-18,594,7,2001,2290,35,Passenger Car,23,Not Deployed,170,0,1,Male,78,Right,157,276,175,4.3332
1870,3,-20,593,2,2001,1760,40,Truck (<=10000 lbs.),24,Not Deployed,183,1,1,Male,82,Front,167,302,125,5.0434
2100,-5,-30,593,2,2002,1260,45,Truck (<=6000 lbs.),57,Deployed,175,1,1,Male,100,Front,158,287,145,4.5346
1710,0,-35,593,3,2001,1220,70,Truck (<=6000 lbs.),24,Deployed,180,5,0,Male,94,Front,143,272,135,3.8896
1230,-22,-12,593,4,2006,1540,45,Passenger Car,21,Deployed,183,1,1,Male,79,Right,148,257,195,3.8036
1180,25,4,592,1,2003,1280,35,Passenger Car,54,Not Deployed,180,3,1,Male,100,Left,147,267,35,3.9249
1490,0,28,592,2,2004,1840,45,Passenger Car,37,Not Deployed,178,1,1,Male,70,Rear,153,274,315,4.1922
1010,37,-7,592,4,2000,1710,35,Passenger Car,19,Deployed,173,3,0,Male,91,Left,144,248,55,3.5712
1210,-25,-21,590,1,2001,1720,15,Passenger Car,72,Deployed,180,5,0,Male,94,Right,145,264,185,3.828
2860,0,-16,590,3,2001,1390,55,Truck (<=10000 lbs.),52,Deployed,175,1,1,Male,81,Front,170,394,135,6.698
1180,23,-28,588,2,2005,1250,30,Passenger Car,42,Deployed,191,3,1,Male,78,Left,147,260,95,3.822
1200,6,-32,588,2,2002,1530,45,Passenger Car,19,Deployed,173,1,1,Male,109,Front,145,264,125,3.828
1090,21,-8,588,3,2002,1870,15,Passenger Car,79,Deployed,180,1,1,Male,86,Left,145,247,65,3.5815
1410,9,-23,588,5,2007,1490,45,Passenger Car,64,Deployed,175,1,1,Male,94,Front,156,273,115,4.2588
1160,15,-25,587,2,2000,1950,55,Passenger Car,26,Deployed,170,1,1,Male,73,Front,147,267,105,3.9249
2760,0,20,587,2,2003,1610,30,Truck (<=10000 lbs.),39,Not Deployed,188,0,1,Male,84,Rear,173,300,315,5.19
2960,-6,-10,587,2,2001,1580,55,Truck (<=10000 lbs.),28,Not Deployed,178,0,1,Male,98,Front,171,400,165,6.84
1760,-34,-6,587,5,2003,1580,50,Passenger Car,50,Not Deployed,175,3,0,Male,73,Right,154,291,215,4.4814
1480,29,-17,586,2,2001,1820,55,Passenger Car,45,Deployed,183,5,1,Male,98,Left,153,274,75,4.1922
2160,0,24,586,2,2001,2580,60,Truck (<=10000 lbs.),49,Not Deployed,183,0,1,Male,82,Rear,166,364,315,6.0424
1420,-21,-17,586,4,2004,1670,35,Passenger Car,54,Not Deployed,183,3,1,Male,91,Right,150,270,185,4.05
1420,-21,-12,586,4,2000,1800,40,Passenger Car,18,Not Deployed,173,0,1,Male,66,Right,154,267,185,4.1118
1490,4,25,586,4,2004,1510,35,Passenger Car,65,Not Deployed,173,0,1,Male,98,Rear,151,270,325,4.077
1620,-19,-11,586,4,2003,1200,25,Passenger Car,24,Not Deployed,185,1,1,Male,95,Right,154,291,195,4.4814
1170,-7,-38,586,5,2004,2580,45,Passenger Car,49,Deployed,165,1,1,Male,104,Front,149,262,145,3.9038
1830,12,-14,585,4,2002,1550,35,Passenger Car,37,Deployed,191,1,1,Male,77,Front,159,285,95,4.5315
1570,-5,-28,585,5,2008,2300,45,Truck (<=6000 lbs.),28,Deployed,173,1,1,Male,79,Front,150,282,145,4.23
1490,-23,-13,585,7,2002,1660,50,Passenger Car,38,Not Deployed,180,1,1,Male,95,Right,153,257,195,3.9321
1270,-15,-12,584,3,2002,1260,45,Passenger Car,21,Deployed,183,0,0,Male,82,Front,151,251,185,3.7901
1380,-6,-36,584,3,2002,1260,45,Passenger Car,24,Deployed,178,1,1,Male,73,Front,154,272,145,4.1888
1410,20,-12,584,3,2002,1430,50,Passenger Car,64,Not Deployed,168,1,1,Male,77,Left,154,274,75,4.2196
1530,19,-22,584,3,2002,1220,35,Passenger Car,85,Deployed,173,1,1,Male,57,Front,156,281,95,4.3836
1400,0,25,584,4,2002,2140,30,Passenger Car,79,Not Deployed,170,0,1,Male,78,Rear,154,272,315,4.1888
1340,0,26,584,6,2007,1200,45,Passenger Car,57,Not Deployed,175,1,1,Male,82,Rear,152,264,315,4.0128
2280,-4,-24,583,2,2004,1120,55,Truck (<=10000 lbs.),62,Deployed,178,0,1,Male,86,Front,167,365,145,6.0955
1490,-22,-4,583,5,2008,1450,30,Passenger Car,43,Deployed,170,0,1,Male,78,Right,159,280,215,4.452
2850,10,-26,582,4,2001,1280,35,Truck (<=10000 lbs.),66,Not Deployed,180,1,1,Male,79,Front,180,352,115,6.336
2030,11,-19,582,5,2005,1500,35,Truck (<=6000 lbs.),76,Deployed,178,1,1,Male,91,Front,169,300,105,5.07
1960,9,-23,581,2,2007,1850,55,Truck (<=6000 lbs.),50,Deployed,170,1,1,Male,78,Front,164,288,115,4.7232
1950,26,-10,581,3,2006,1620,30,Truck (<=6000 lbs.),35,Not Deployed,196,2,1,Male,98,Left,155,271,65,4.2005
1150,8,-21,581,4,2006,2010,45,Passenger Car,26,Deployed,175,0,1,Male,84,Front,147,260,115,3.822
1540,-30,-5,581,4,2001,1600,45,Passenger Car,31,Not Deployed,165,1,0,Male,61,Right,154,257,215,3.9578
1380,16,-43,581,5,2003,1260,50,Passenger Car,36,Deployed,180,1,1,Male,88,Front,152,271,115,4.1192
1120,0,37,580,3,2001,1760,55,Passenger Car,41,Not Deployed,170,0,1,Male,78,Rear,145,256,315,3.712
2130,3,-17,580,3,2006,1550,65,Truck (<=10000 lbs.),21,Deployed,183,0,1,Male,82,Front,158,287,125,4.5346
1530,0,-28,580,4,2004,1440,40,Passenger Car,27,Deployed,175,1,0,Male,68,Front,157,281,135,4.4117
1090,0,-34,579,2,2001,2010,55,Passenger Car,51,Deployed,165,2,1,Male,98,Front,157,247,135,3.8779
1110,-18,-31,579,2,2000,1360,30,Passenger Car,20,Deployed,173,1,1,Male,73,Front,147,262,165,3.8514
1440,6,-32,579,2,2001,1390,55,Passenger Car,26,Deployed,173,1,1,Male,86,Front,151,263,125,3.9713
1130,-11,-31,579,3,2001,1310,35,Passenger Car,16,Deployed,188,1,1,Male,70,Front,147,262,155,3.8514
1810,-5,-29,579,5,2001,970,35,Truck (<=6000 lbs.),17,Deployed,178,1,1,Male,68,Front,161,275,145,4.4275
1120,-25,-9,578,2,2001,970,25,Passenger Car,18,Not Deployed,178,0,1,Male,98,Right,144,250,205,3.6
1220,0,-32,578,3,2007,1615,25,Passenger Car,25,Deployed,178,1,0,Male,104,Front,149,262,135,3.9038
1410,-6,-36,578,5,2003,1250,40,Passenger Car,21,Deployed,183,1,1,Male,73,Front,150,272,145,4.08
1460,5,-30,577,2,2005,1520,30,Passenger Car,22,Deployed,180,2,1,Male,103,Front,154,267,125,4.1118
1520,-19,-22,577,2,2003,1280,25,Passenger Car,21,Deployed,188,1,0,Male,150,Front,157,281,175,4.4117
1440,26,5,577,4,2001,2670,60,Passenger Car,48,Not Deployed,175,3,1,Male,63,Left,150,267,35,4.005
1220,24,-9,577,5,2004,1190,30,Passenger Car,62,Not Deployed,188,3,1,Male,134,Left,145,264,65,3.828
1670,-3,-20,577,5,2008,1520,45,Passenger Car,19,Not Deployed,178,0,1,Male,86,Front,157,278,145,4.3646
1120,-18,-30,576,2,2000,1380,35,Passenger Car,27,Deployed,178,2,1,Male,95,Front,148,262,165,3.8776
2220,8,-10,576,2,2006,1190,25,Truck (<=10000 lbs.),71,Not Deployed,185,0,1,Male,100,Left,168,357,95,5.9976
1420,29,-5,574,2,2003,2100,45,Passenger Car,19,Not Deployed,170,2,1,Male,78,Left,153,257,55,3.9321
1790,-14,-12,574,3,2000,1580,30,Truck (<=6000 lbs.),24,Not Deployed,188,1,1,Male,91,Right,159,305,185,4.8495
1900,5,-26,573,2,2001,1390,35,Truck (<=6000 lbs.),39,Deployed,170,0,1,Male,78,Front,142,272,125,3.8624
1390,4,-23,573,3,2001,2110,30,Truck (<=6000 lbs.),25,Not Deployed,170,0,0,Male,61,Front,142,275,125,3.905
1880,-4,-24,573,3,2002,1420,45,Truck (<=6000 lbs.),73,Deployed,173,0,1,Male,91,Front,162,303,145,4.9086
2320,7,-12,573,5,2003,1620,35,Truck (<=10000 lbs.),30,Not Deployed,175,0,1,Male,91,Front,173,357,105,6.1761
2420,-3,-19,572,3,2006,1070,40,Truck (<=10000 lbs.),51,Not Deployed,178,0,1,Male,78,Front,175,357,145,6.2475
1750,-35,-6,571,2,2000,1860,30,Truck (<=6000 lbs.),35,Deployed,175,1,1,Male,95,Right,162,303,215,4.9086
1500,-25,-14,571,3,2006,2030,35,Passenger Car,24,Not Deployed,191,1,0,Male,127,Right,151,270,195,4.077
2390,-17,-3,571,3,2007,1450,45,Truck (<=10000 lbs.),39,Not Deployed,173,0,1,Male,104,Right,167,364,215,6.0788
1920,-10,-27,571,4,2005,1410,40,Truck (<=10000 lbs.),29,Deployed,170,0,1,Male,78,Front,165,353,155,5.8245
1490,12,-20,571,7,2004,1160,35,Passenger Car,18,Deployed,168,1,1,Male,61,Front,148,272,105,4.0256
1780,0,-21,570,2,2000,1720,45,Passenger Car,82,Deployed,173,1,1,Male,93,Front,164,292,135,4.7888
1560,-11,-18,570,3,2004,1590,35,Passenger Car,42,Not Deployed,173,2,1,Male,93,Front,156,281,165,4.3836
3060,2,-12,570,3,2003,1450,45,Truck (<=10000 lbs.),34,Deployed,183,1,1,Male,109,Front,166,330,125,5.478
1410,12,-33,570,4,2004,1460,45,Passenger Car,35,Deployed,180,1,1,Male,91,Front,152,270,115,4.104
1960,-5,-31,569,3,2006,1380,45,Truck (<=6000 lbs.),57,Deployed,193,1,1,Male,91,Front,158,275,145,4.345
1440,-18,-21,569,4,2003,1460,35,Passenger Car,32,Deployed,170,3,1,Male,78,Right,151,263,175,3.9713
2010,10,-27,569,4,2005,1850,45,Truck (<=6000 lbs.),63,Not Deployed,170,0,1,Male,86,Front,157,278,115,4.3646
2690,4,-25,569,4,2004,1210,45,Truck (<=10000 lbs.),60,Deployed,196,0,1,Male,113,Front,174,397,125,6.9078
1200,-8,-23,569,5,2002,1160,30,Passenger Car,23,Deployed,170,1,1,Male,64,Front,148,267,155,3.9516
2040,-10,-28,569,5,2001,1380,50,Truck (<=6000 lbs.),34,Deployed,180,1,1,Male,68,Front,169,270,155,4.563
1600,-9,-16,568,3,2000,1240,40,Truck (<=6000 lbs.),29,Deployed,178,1,1,Male,82,Front,163,288,165,4.6944
3180,12,-20,568,3,2006,1830,35,Truck (<=10000 lbs.),44,Deployed,198,2,1,Male,86,Front,172,357,105,6.1404
1600,-22,-13,568,4,2005,1430,45,Passenger Car,23,Not Deployed,178,0,1,Male,77,Right,156,281,195,4.3836
1530,15,-18,568,6,2003,2010,45,Passenger Car,57,Deployed,178,1,1,Male,104,Front,157,281,95,4.4117
1170,0,27,567,2,2004,2010,55,Passenger Car,47,Not Deployed,170,1,1,Male,87,Rear,149,262,315,3.9038
1210,-5,-28,567,2,2005,1190,25,Passenger Car,59,Not Deployed,180,0,1,Male,73,Front,149,262,145,3.9038
1290,0,-28,567,2,2001,1940,55,Truck (<=6000 lbs.),17,Deployed,180,1,0,Male,75,Front,150,262,135,3.93
1300,-21,-4,567,2,2000,1520,25,Passenger Car,42,Not Deployed,183,0,1,Male,79,Right,150,267,215,4.005
1890,-20,-17,567,5,2000,1440,35,Truck (<=10000 lbs.),22,Deployed,152,0,1,Male,50,Right,164,353,185,5.7892
1160,-24,-9,566,2,2001,1490,25,Passenger Car,20,Not Deployed,191,1,1,Male,82,Right,147,262,205,3.8514
1170,-21,17,566,2,2003,1510,50,Passenger Car,21,Not Deployed,188,1,1,Male,111,Right,147,262,265,3.8514
1500,25,-21,566,2,2002,2600,55,Passenger Car,90,Deployed,170,5,1,Male,89,Left,156,281,85,4.3836
1160,4,-24,566,4,2000,1180,35,Passenger Car,21,Deployed,170,0,1,Male,61,Front,149,262,125,3.9038
1090,-27,-15,565,5,2002,1500,45,Passenger Car,58,Deployed,180,1,1,Male,113,Front,146,247,195,3.6062
1120,11,-64,565,6,2002,1600,50,Passenger Car,32,Deployed,170,1,1,Male,77,Front,147,262,125,3.8514
1180,-17,-29,564,3,2007,1420,35,Passenger Car,17,Deployed,175,1,1,Male,85,Right,147,260,165,3.822
1510,0,-25,564,3,2002,1720,45,Passenger Car,23,Deployed,170,0,1,Male,78,Front,149,267,135,3.9783
1930,-7,-19,564,4,2000,2330,45,Truck (<=10000 lbs.),21,Deployed,178,1,1,Male,64,Front,166,365,155,6.059
1220,-18,-30,564,5,2006,1400,45,Passenger Car,19,Deployed,183,2,1,Male,104,Front,152,264,165,4.0128
1590,0,22,564,5,2004,1250,35,Passenger Car,31,Not Deployed,185,1,1,Male,91,Rear,158,287,315,4.5346
1310,24,0,563,1,2003,2210,15,Truck (<=6000 lbs.),54,Not Deployed,185,1,1,Male,86,Left,151,249,45,3.7599
1800,3,-19,563,2,2003,1310,50,Passenger Car,79,Deployed,175,1,1,Male,93,Front,159,285,125,4.5315
1880,-3,-15,562,5,2000,2130,35,Truck (<=6000 lbs.),20,Not Deployed,173,0,1,Male,73,Right,155,333,145,5.1615
2540,-4,-25,562,7,2006,1460,45,Truck (<=10000 lbs.),40,Deployed,170,0,1,Male,78,Front,170,352,145,5.984
2050,0,-33,561,2,2004,2020,55,Truck (<=6000 lbs.),58,Deployed,183,1,1,Male,93,Front,158,287,135,4.5346
1570,12,-15,561,3,2003,1670,35,Truck (<=6000 lbs.),53,Deployed,180,1,1,Male,73,Front,155,271,95,4.2005
1570,0,-73,561,4,2001,1680,45,Truck (<=6000 lbs.),28,Deployed,170,0,1,Male,78,Front,147,258,135,3.7926
2340,3,-19,561,5,2001,1690,35,Truck (<=10000 lbs.),25,Deployed,183,0,1,Male,113,Front,167,295,125,4.9265
1550,-9,-24,560,4,2010,1050,35,Passenger Car,44,Deployed,173,1,1,Male,83,Front,155,278,155,4.309
1540,-15,-17,560,5,2000,1370,55,Passenger Car,38,Deployed,180,1,1,Male,84,Right,156,281,175,4.3836
1120,11,-31,560,7,2000,1050,35,Passenger Car,33,Deployed,183,1,1,Male,109,Front,146,256,115,3.7376
1560,-8,-21,559,2,2000,1310,55,Passenger Car,62,Not Deployed,183,0,1,Male,136,Front,157,257,155,4.0349
2150,9,-16,559,2,2001,2310,50,Truck (<=6000 lbs.),46,Deployed,180,0,1,Male,84,Front,162,303,105,4.9086
2620,-4,-23,559,2,2007,1620,55,Truck (<=10000 lbs.),45,Deployed,183,1,1,Male,68,Front,172,295,145,5.074
2690,-2,-14,559,2,2003,1080,40,Truck (<=10000 lbs.),34,Deployed,173,0,1,Male,91,Front,172,400,145,6.88
1520,0,-29,559,3,2002,2220,55,Passenger Car,51,Not Deployed,180,3,1,Male,91,Front,157,276,135,4.3332
1240,-17,-10,559,4,2005,1730,35,Passenger Car,40,Not Deployed,183,4,0,Male,91,Right,145,264,195,3.828
1620,6,-34,559,4,2004,1530,45,Passenger Car,18,Deployed,175,1,1,Male,59,Front,158,285,125,4.503
2030,0,-31,559,4,2004,2240,55,Truck (<=6000 lbs.),33,Deployed,183,0,1,Male,91,Front,155,289,135,4.4795
1540,16,-19,559,5,2001,1470,45,Passenger Car,37,Deployed,170,2,1,Male,102,Front,156,281,95,4.3836
1590,-4,23,558,1,2002,1710,40,Passenger Car,51,Not Deployed,173,0,1,Male,77,Rear,157,287,305,4.5059
2280,0,-24,558,2,2005,1390,55,Truck (<=10000 lbs.),42,Not Deployed,180,1,0,Male,150,Front,174,357,135,6.2118
1270,-5,27,558,3,2003,1790,40,Passenger Car,78,Not Deployed,175,4,0,Male,122,Rear,149,260,305,3.874
1720,7,-19,558,4,2000,1050,30,Passenger Car,31,Deployed,170,1,1,Male,78,Front,164,291,115,4.7724
1730,0,-30,558,5,2008,1280,50,Truck (<=6000 lbs.),16,Deployed,170,1,0,Male,78,Front,155,325,135,5.0375
1420,15,-9,558,7,2003,840,35,Passenger Car,23,Deployed,168,1,1,Male,64,Front,153,257,75,3.9321
1180,18,-21,557,2,2005,1590,65,Passenger Car,32,Not Deployed,183,3,0,Male,113,Left,146,260,95,3.796
1710,-6,-32,557,2,2002,1510,45,Truck (<=6000 lbs.),25,Deployed,170,0,1,Male,78,Front,143,312,145,4.4616
1920,8,-13,557,2,2003,1100,35,Truck (<=6000 lbs.),39,Not Deployed,170,1,1,Male,84,Left,149,320,105,4.768
1070,-23,-19,557,3,2004,1430,15,Passenger Car,59,Not Deployed,173,1,1,Male,82,Right,143,248,185,3.5464
1420,32,-6,557,3,2007,1880,35,Passenger Car,26,Not Deployed,180,1,0,Male,81,Left,151,270,55,4.077
1230,6,-32,557,4,2005,1580,35,Passenger Car,24,Deployed,173,1,0,Male,95,Front,148,257,125,3.8036
1270,19,-11,557,5,2006,1740,40,Passenger Car,77,Deployed,178,1,1,Male,68,Front,149,262,75,3.9038
1310,-9,-24,556,2,2004,1630,25,Passenger Car,21,Deployed,73,0,1,Male,86,Front,150,251,155,3.765
1580,-11,-29,556,2,2005,1290,55,Passenger Car,19,Deployed,185,1,1,Male,70,Front,158,272,155,4.2976
1880,-6,-17,556,3,2002,1120,55,Truck (<=10000 lbs.),57,Not Deployed,196,1,1,Male,85,Front,167,338,155,5.6446
1410,13,-37,556,4,2002,1490,45,Truck (<=6000 lbs.),53,Deployed,183,2,1,Male,77,Front,139,275,115,3.8225
3010,-6,-16,556,4,2006,1310,40,Truck (<=10000 lbs.),44,Deployed,170,0,1,Male,77,Front,174,397,155,6.9078
1370,0,-37,555,2,2000,1400,35,Truck (<=6000 lbs.),24,Not Deployed,178,0,1,Male,75,Front,148,284,135,4.2032
1570,-23,-14,555,2,2005,1470,55,Passenger Car,33,Deployed,168,2,1,Male,70,Right,152,286,195,4.3472
1880,-3,-19,555,2,2004,1620,55,Truck (<=10000 lbs.),50,Deployed,178,1,1,Male,88,Front,167,338,145,5.6446
1470,0,-21,555,5,2008,2370,35,Passenger Car,27,Deployed,170,0,1,Male,78,Front,155,278,135,4.309
1500,0,-35,555,6,2009,2330,50,Passenger Car,36,Deployed,178,0,1,Male,104,Front,154,278,135,4.2812
1760,24,-9,554,2,2003,1150,35,Truck (<=6000 lbs.),39,Not Deployed,175,1,1,Male,75,Left,152,269,65,4.0888
1830,-12,-14,554,4,2010,1310,35,Truck (<=6000 lbs.),30,Not Deployed,170,0,1,Male,78,Right,161,326,175,5.2486
1880,19,-54,553,3,2004,1140,60,Truck (<=6000 lbs.),22,Deployed,178,1,0,Male,91,Front,153,265,115,4.0545
2360,0,-35,552,2,2004,1570,55,Truck (<=10000 lbs.),61,Deployed,178,1,1,Male,127,Front,167,400,135,6.68
2430,-16,-10,552,2,2003,1760,35,Truck (<=10000 lbs.),55,Not Deployed,170,0,1,Male,82,Right,174,348,195,6.0552
1580,17,-20,552,3,2006,1900,35,Passenger Car,60,Deployed,178,0,1,Male,91,Front,157,281,95,4.4117
1220,-10,-26,552,5,2003,1210,35,Passenger Car,51,Deployed,168,1,1,Male,70,Front,149,262,155,3.9038
1690,0,-31,552,6,2000,1230,55,Truck (<=6000 lbs.),28,Not Deployed,183,0,0,Male,82,Front,151,268,135,4.0468
1100,0,-38,550,2,2001,1060,30,Passenger Car,71,Deployed,183,2,1,Male,91,Front,147,262,135,3.8514
1200,-19,-3,550,2,2007,1700,25,Passenger Car,77,Not Deployed,180,1,1,Male,66,Front,150,262,215,3.93
2560,0,-15,550,2,2001,1400,35,Truck (<=10000 lbs.),55,Not Deployed,180,0,1,Male,125,Front,171,365,135,6.2415
1120,0,-40,550,6,2000,1120,45,Truck (<=6000 lbs.),28,Deployed,180,1,1,Male,91,Front,147,265,135,3.8955
1560,-18,-10,550,6,2001,1240,55,Passenger Car,73,Not Deployed,175,0,1,Male,79,Right,147,265,195,3.8955
1970,-10,-17,549,2,2002,1510,55,Truck (<=6000 lbs.),39,Deployed,165,1,1,Male,66,Front,155,289,165,4.4795
2280,-17,-10,549,2,2000,1320,45,Truck (<=10000 lbs.),55,Deployed,173,1,1,Male,91,Right,166,303,195,5.0298
1390,-21,12,549,5,2000,1270,40,Passenger Car,55,Not Deployed,163,0,1,Male,63,Right,155,267,255,4.1385
1470,11,-19,549,5,2005,2240,60,Truck (<=6000 lbs.),60,Not Deployed,183,1,1,Male,91,Left,154,278,105,4.2812
1380,-23,-9,548,2,2003,2170,45,Passenger Car,34,Deployed,178,2,0,Male,82,Right,151,272,205,4.1072
4250,8,-14,548,2,2002,1410,30,Truck (<=10000 lbs.),26,Deployed,183,2,0,Male,127,Front,155,333,105,5.1615
1470,9,-23,548,3,2004,1500,65,Passenger Car,25,Deployed,170,1,1,Male,73,Front,155,266,115,4.123
1890,15,-9,548,3,2001,2370,35,Truck (<=6000 lbs.),37,Deployed,170,1,0,Male,78,Front,152,255,75,3.876
1500,20,-17,548,4,2005,1750,30,Passenger Car,26,Deployed,183,1,1,Male,59,Front,157,276,85,4.3332
1310,28,-16,547,2,2003,2080,45,Passenger Car,20,Not Deployed,175,2,1,Male,107,Left,150,251,75,3.765
1520,-8,-23,547,2,2000,1070,35,Truck (<=6000 lbs.),41,Deployed,173,0,0,Male,78,Front,147,258,155,3.7926
1630,12,-15,547,2,2008,1500,30,Passenger Car,29,Not Deployed,180,1,1,Male,88,Front,158,281,95,4.4398
2030,10,-17,547,3,2009,1580,35,Truck (<=6000 lbs.),34,Deployed,170,0,1,Male,64,Front,169,289,105,4.8841
1850,0,-20,547,4,2002,1870,45,Truck (<=6000 lbs.),37,Not Deployed,180,0,1,Male,82,Front,151,268,135,4.0468
2380,-12,-14,546,2,2001,1410,45,Truck (<=10000 lbs.),31,Not Deployed,170,1,0,Male,78,Front,167,298,175,4.9766
1940,-3,18,546,3,2003,1670,30,Truck (<=10000 lbs.),43,Not Deployed,173,1,1,Male,82,Rear,166,352,305,5.8432
1640,6,-33,545,2,2006,2410,25,Truck (<=6000 lbs.),70,Deployed,170,1,1,Male,76,Front,148,320,125,4.736
1740,-5,-28,545,3,2003,1100,35,Passenger Car,54,Deployed,173,1,1,Male,82,Front,155,262,145,4.061
1610,6,-36,545,5,2003,1700,45,Truck (<=6000 lbs.),24,Deployed,160,1,1,Male,77,Front,154,262,125,4.0348
1210,0,-39,544,3,2000,1050,45,Passenger Car,38,Deployed,165,0,1,Male,82,Front,145,264,135,3.828
1410,4,24,544,4,2001,1370,45,Passenger Car,61,Not Deployed,180,0,1,Male,88,Rear,153,267,325,4.0851
1470,21,8,544,4,2005,2190,30,Passenger Car,84,Not Deployed,170,1,1,Male,60,Left,152,270,25,4.104
2110,0,-18,543,2,2003,1900,45,Truck (<=10000 lbs.),26,Deployed,185,2,1,Male,73,Front,166,365,135,6.059
2390,0,-32,543,2,2000,2410,55,Truck (<=10000 lbs.),48,Deployed,178,1,0,Male,86,Front,174,401,135,6.9774
1130,-17,-29,543,6,2001,1720,40,Passenger Car,31,Deployed,163,1,1,Male,73,Front,147,262,165,3.8514
1190,-35,-41,542,2,2004,1750,25,Passenger Car,27,Deployed,170,3,0,Male,78,Front,146,264,175,3.8544
1530,5,-30,542,2,2002,1410,50,Passenger Car,34,Deployed,170,2,1,Male,73,Front,157,277,125,4.3489
1550,9,-24,542,3,2000,1720,40,Passenger Car,19,Deployed,183,1,1,Male,77,Front,156,281,115,4.3836
1160,-7,-38,542,4,2000,1200,35,Passenger Car,59,Deployed,191,1,1,Male,109,Front,149,262,145,3.9038
1520,-7,-20,542,4,2000,1430,45,Passenger Car,20,Deployed,191,1,1,Male,113,Front,158,276,155,4.3608
1490,0,22,542,5,2003,1520,45,Truck (<=6000 lbs.),61,Not Deployed,173,1,1,Male,75,Rear,139,312,315,4.3368
2560,0,-21,541,2,2003,2500,55,Truck (<=10000 lbs.),60,Deployed,180,1,1,Male,85,Front,167,331,135,5.5277
1460,6,-32,541,3,2004,1110,45,Passenger Car,74,Not Deployed,168,0,1,Male,68,Front,154,272,125,4.1888
1620,0,-37,541,4,2000,1090,55,Passenger Car,31,Deployed,170,2,1,Male,78,Front,154,283,135,4.3582
