GV_CURBWGT,GV_DVLAT,GV_DVLONG,GV_ENERGY,GV_LANES,GV_MODELYR,GV_OTVEHWGT,GV_SPLIMIT,GV_WGTCDTR,OA_AGE,OA_BAGDEPLY,OA_HEIGHT,OA_MAIS,OA_MANUSE,OA_SEX,OA_WEIGHT,VE_GAD1,VE_ORIGAVTW,VE_WHEELBAS,VE_PDOF_TR,GV_FOOTPRINT
1470,0,-43,666,2,2006,2100,35,Passenger Car,29,Deployed,178,0,1,Male,86,Front,152,258,135,3.9216
1590,20,-7,666,2,2003,1580,45,Passenger Car,58,Not Deployed,170,2,1,Male,78,Left,158,276,65,4.3608
1500,0,-37,666,3,2006,1390,35,Passenger Car,25,Deployed,170,1,1,Male,98,Front,151,270,135,4.077
1220,8,-44,666,5,2003,2150,45,Passenger Car,23,Deployed,168,1,1,Male,59,Front,149,262,125,3.9038
2010,0,-33,666,5,2002,1820,60,Truck (<=6000 lbs.),44,Deployed,183,3,1,Male,104,Front,168,270,135,4.536
1490,0,-31,665,4,2002,1650,40,Passenger Car,29,Deployed,175,3,0,Male,93,Front,155,272,135,4.216
1480,5,-15,664,2,2004,1470,40,Truck (<=6000 lbs.),51,Deployed,180,1,1,Male,95,Front,153,263,115,4.0239
1840,0,-33,663,4,2000,2200,45,Truck (<=6000 lbs.),40,Deployed,180,1,1,Male,109,Front,149,284,135,4.2316
1850,10,-12,662,2,2005,1310,55,Truck (<=6000 lbs.),70,Not Deployed,191,0,1,Male,113,Left,160,304,95,4.864
2200,9,-24,662,4,2001,1810,35,Truck (<=10000 lbs.),36,Deployed,180,1,1,Male,127,Front,165,400,115,6.6
1410,0,-28,662,5,2007,1340,35,Passenger Car,19,Deployed,163,0,1,Male,64,Front,156,267,135,4.1652
1190,-5,31,661,3,2003,1750,30,Passenger Car,27,Not Deployed,183,1,1,Male,84,Rear,147,267,305,3.9249
1430,11,-30,661,4,2004,2320,40,Truck (<=6000 lbs.),34,Deployed,168,1,0,Male,68,Front,152,295,115,4.484
2150,14,-17,660,2,2001,1650,55,Truck (<=10000 lbs.),21,Not Deployed,183,0,1,Male,86,Left,182,364,95,6.6248
2310,-10,-17,660,2,2006,1370,35,Truck (<=10000 lbs.),60,Deployed,178,1,0,Male,98,Front,165,284,165,4.686
1090,0,-36,660,4,2000,1570,45,Passenger Car,30,Deployed,180,1,1,Male,86,Front,148,262,135,3.8776
1670,14,-17,659,4,2001,1060,45,Truck (<=6000 lbs.),18,Deployed,170,0,0,Male,78,Left,148,320,95,4.736
1980,24,-9,658,2,2004,2050,25,Truck (<=6000 lbs.),50,Deployed,165,1,1,Male,52,Left,168,300,65,5.04
1340,10,-18,658,4,2000,2870,40,Passenger Car,24,Deployed,185,1,0,Male,100,Front,150,270,105,4.05
1560,11,-29,658,5,2000,1300,35,Passenger Car,62,Deployed,188,0,1,Male,113,Front,154,272,115,4.1888
1660,30,-5,657,2,2007,1850,30,Truck (<=6000 lbs.),18,Not Deployed,183,0,1,Male,70,Left,157,286,55,4.4902
1670,0,-31,657,2,2004,1550,35,Passenger Car,26,Deployed,178,0,1,Male,66,Front,150,285,135,4.275
1910,-34,-19,657,2,2004,2580,55,Truck (<=10000 lbs.),67,Deployed,183,3,1,Male,91,Right,161,333,195,5.3613
1390,0,39,657,4,2005,1510,30,Passenger Car,29,Not Deployed,178,0,1,Male,75,Rear,157,274,315,4.3018
1460,19,-22,657,5,2003,2480,40,Passenger Car,47,Deployed,173,2,1,Male,91,Front,156,272,95,4.2432
2580,-10,-17,656,1,2004,1340,55,Truck (<=10000 lbs.),48,Deployed,201,1,1,Male,122,Front,174,351,165,6.1074
1120,36,13,656,3,2004,1710,55,Passenger Car,17,Not Deployed,168,3,1,Male,54,Left,145,241,25,3.4945
3010,-8,-14,655,2,2006,2140,25,Truck (<=10000 lbs.),48,Deployed,175,0,1,Male,91,Front,174,397,165,6.9078
1160,-16,-27,655,3,2001,1210,40,Passenger Car,26,Deployed,168,1,1,Male,122,Front,145,250,165,3.625
1790,8,-46,654,2,2004,1520,45,Truck (<=6000 lbs.),47,Deployed,170,1,1,Male,79,Front,152,333,125,5.0616
2010,3,-20,654,2,2007,2300,25,Truck (<=10000 lbs.),29,Not Deployed,180,0,1,Male,100,Front,157,278,125,4.3646
1520,19,-7,654,6,2001,2100,65,Passenger Car,26,Not Deployed,170,1,1,Male,52,Left,158,276,65,4.3608
1080,12,-32,653,2,2004,1690,45,Passenger Car,29,Deployed,170,0,1,Male,78,Front,147,253,115,3.7191
1600,0,-34,653,2,2007,2730,55,Passenger Car,19,Deployed,193,1,0,Male,91,Front,156,281,135,4.3836
1650,8,-22,653,3,2009,1550,40,Passenger Car,47,Deployed,185,0,1,Male,84,Front,157,281,115,4.4117
2530,15,-12,653,3,2002,2090,25,Truck (<=10000 lbs.),47,Not Deployed,160,0,1,Male,68,Left,171,424,85,7.2504
1250,5,-26,653,4,2004,1460,35,Passenger Car,27,Deployed,165,2,1,Male,77,Front,152,264,125,4.0128
1680,0,-29,652,2,2007,2050,45,Passenger Car,29,Deployed,175,1,1,Male,77,Front,152,284,135,4.3168
1760,11,-30,652,4,2002,2330,45,Truck (<=6000 lbs.),55,Deployed,178,1,1,Male,118,Front,156,333,115,5.1948
2690,4,-24,652,7,2008,1800,45,Truck (<=10000 lbs.),24,Deployed,178,1,0,Male,77,Front,172,295,125,5.074
1980,4,-23,651,2,2004,2290,55,Truck (<=6000 lbs.),80,Deployed,185,2,1,Male,82,Front,162,303,125,4.9086
1330,13,-36,651,4,2003,1550,40,Passenger Car,27,Deployed,170,1,1,Male,78,Front,147,267,115,3.9249
1300,28,-5,650,2,2000,1270,30,Passenger Car,20,Deployed,175,1,1,Male,64,Left,150,267,55,4.005
1480,0,-31,650,2,2006,1615,45,Truck (<=6000 lbs.),17,Deployed,193,1,1,Male,84,Front,150,263,135,3.945
1580,23,14,650,2,2008,2420,55,Passenger Car,42,Not Deployed,180,0,1,Male,95,Left,158,278,15,4.3924
1300,27,-22,650,3,2001,2410,40,Passenger Car,18,Deployed,173,4,0,Male,59,Left,151,262,85,3.9562
1450,-22,-26,649,2,2004,1560,45,Truck (<=6000 lbs.),74,Deployed,175,1,1,Male,77,Right,148,252,175,3.7296
1890,-7,-20,649,2,2001,1600,30,Truck (<=6000 lbs.),16,Not Deployed,178,1,1,Male,69,Front,151,269,155,4.0619
1330,-14,-23,649,4,2000,1790,35,Passenger Car,27,Deployed,180,1,0,Male,70,Front,154,272,165,4.1888
1890,-17,-21,648,1,2000,1490,55,Truck (<=6000 lbs.),32,Not Deployed,180,0,1,Male,100,Right,153,273,175,4.1769
1710,16,-9,648,3,2000,1350,35,Truck (<=6000 lbs.),43,Deployed,168,2,1,Male,77,Left,158,305,75,4.819
1150,-34,-12,647,2,2007,1560,25,Passenger Car,54,Deployed,165,5,0,Male,104,Right,143,248,205,3.5464
1970,-5,-26,647,2,2001,1615,30,Truck (<=6000 lbs.),27,Deployed,175,2,0,Male,95,Front,152,270,145,4.104
1380,-8,-21,647,3,2000,1120,35,Truck (<=6000 lbs.),16,Deployed,170,0,1,Male,64,Front,140,275,155,3.85
1840,-12,-21,647,4,2004,2060,55,Passenger Car,76,Deployed,168,4,0,Male,113,Front,163,291,165,4.7433
2090,0,-27,647,7,2006,2370,35,Truck (<=6000 lbs.),43,Deployed,175,0,1,Male,77,Front,170,269,135,4.573
1370,5,-30,646,2,2010,1400,40,Passenger Car,23,Deployed,170,0,1,Male,68,Front,154,264,125,4.0656
1520,32,-18,646,2,2001,1490,45,Passenger Car,28,Deployed,173,3,1,Male,73,Front,158,276,75,4.3608
1550,0,32,646,3,2005,1530,70,Passenger Car,26,Not Deployed,180,0,1,Male,82,Rear,154,285,315,4.389
2480,4,-21,646,3,2007,1190,45,Truck (<=10000 lbs.),40,Deployed,183,1,1,Male,91,Front,175,364,125,6.37
1750,-18,-7,646,5,2000,1190,50,Truck (<=6000 lbs.),57,Not Deployed,191,0,1,Male,91,Right,162,303,205,4.9086
1890,-12,-15,646,5,2000,1430,35,Truck (<=6000 lbs.),35,Not Deployed,175,3,1,Male,93,Right,169,352,175,5.9488
1120,0,-44,645,2,2000,1240,30,Passenger Car,16,Deployed,175,1,1,Male,75,Front,146,256,135,3.7376
1480,22,-8,645,2,2003,1090,40,Passenger Car,35,Not Deployed,170,0,1,Male,78,Left,152,275,65,4.18
1720,4,-24,645,2,2003,1210,30,Passenger Car,58,Not Deployed,165,2,1,Male,98,Front,152,258,125,3.9216
2250,0,-51,645,2,2005,1430,75,Truck (<=10000 lbs.),38,Deployed,170,3,1,Male,79,Front,182,355,135,6.461
1430,11,-30,645,4,2007,1060,35,Passenger Car,28,Deployed,183,1,1,Male,113,Front,154,274,115,4.2196
1570,0,-40,644,2,2000,1930,55,Truck (<=6000 lbs.),28,Deployed,180,0,1,Male,78,Front,146,310,135,4.526
1860,0,32,644,5,2000,2710,35,Truck (<=6000 lbs.),81,Not Deployed,183,0,1,Male,79,Rear,162,307,315,4.9734
1440,-11,-30,643,1,2004,1490,45,Passenger Car,27,Deployed,188,1,1,Male,86,Front,151,270,155,4.077
1140,14,-24,643,2,2002,1550,30,Passenger Car,22,Not Deployed,173,1,1,Male,68,Left,147,262,105,3.8514
1920,10,-12,643,2,2002,1220,25,Truck (<=10000 lbs.),28,Not Deployed,170,0,1,Male,82,Front,166,364,95,6.0424
1620,0,-28,643,5,2001,1470,35,Passenger Car,41,Deployed,178,1,1,Male,100,Front,159,285,135,4.5315
1270,-15,-42,642,2,2001,1840,35,Passenger Car,18,Deployed,178,1,0,Male,86,Front,145,257,155,3.7265
2220,0,-33,642,4,2004,2000,35,Truck (<=6000 lbs.),37,Deployed,183,0,1,Male,102,Front,160,291,135,4.656
1900,-12,-15,641,4,2007,1860,40,Passenger Car,41,Not Deployed,170,1,1,Male,73,Right,162,290,175,4.698
1550,0,-31,640,2,2006,1670,30,Passenger Car,33,Deployed,175,1,1,Male,93,Front,151,276,135,4.1676
1380,6,-32,640,3,2000,1615,30,Truck (<=6000 lbs.),30,Deployed,170,0,1,Male,78,Front,143,275,125,3.9325
2190,0,-27,640,4,2003,1980,45,Truck (<=6000 lbs.),24,Not Deployed,147,1,1,Male,91,Front,158,287,135,4.5346
1540,-5,-26,640,5,2006,1620,40,Passenger Car,49,Deployed,180,0,1,Male,78,Front,152,270,145,4.104
1160,31,-18,639,2,2001,2560,0,Passenger Car,73,Deployed,170,3,1,Male,78,Left,149,262,75,3.9038
1230,22,-19,639,2,2007,1960,30,Passenger Car,19,Not Deployed,173,2,1,Male,64,Left,151,270,85,4.077
2090,0,-37,639,2,2000,1180,55,Truck (<=10000 lbs.),64,Deployed,173,1,1,Male,76,Front,165,353,135,5.8245
1330,24,-14,638,2,2000,1380,55,Passenger Car,87,Deployed,173,3,1,Male,82,Left,154,272,75,4.1888
1490,26,-10,638,2,2002,1840,40,Passenger Car,30,Not Deployed,175,1,1,Male,98,Left,150,267,65,4.005
1790,4,-23,638,2,2003,1130,55,Truck (<=6000 lbs.),45,Deployed,178,0,1,Male,83,Front,160,285,125,4.56
1630,20,-54,638,4,2001,1460,40,Passenger Car,39,Deployed,170,1,1,Male,78,Front,155,276,115,4.278
1570,-7,-20,638,6,2004,2060,55,Passenger Car,51,Deployed,178,1,1,Male,100,Front,157,277,155,4.3489
2090,-9,-16,638,6,2008,1450,40,Truck (<=6000 lbs.),32,Deployed,180,1,1,Male,104,Front,170,270,165,4.59
1450,-5,-30,637,2,2000,1070,25,Passenger Car,40,Deployed,170,0,0,Male,78,Front,153,275,145,4.2075
1770,-7,-20,637,2,2005,1760,55,Truck (<=6000 lbs.),30,Deployed,183,1,1,Male,136,Front,158,308,155,4.8664
1480,11,-18,637,3,2002,1360,25,Passenger Car,48,Deployed,178,0,1,Male,102,Front,155,272,105,4.216
1630,-14,-17,637,4,2004,1600,35,Passenger Car,25,Not Deployed,168,0,1,Male,61,Right,151,270,175,4.077
1180,0,-28,637,7,2007,1490,35,Passenger Car,23,Deployed,175,0,1,Male,73,Front,146,260,135,3.796
1780,22,-8,635,1,2000,1670,30,Passenger Car,24,Not Deployed,183,1,1,Male,79,Left,164,291,65,4.7724
1630,3,-18,635,2,2008,1600,40,Truck (<=6000 lbs.),56,Not Deployed,180,1,1,Male,82,Front,156,262,125,4.0872
1270,-5,31,635,3,2005,2370,30,Passenger Car,25,Not Deployed,183,0,1,Male,98,Rear,148,262,305,3.8776
2110,-15,-18,635,4,2001,1750,35,Truck (<=10000 lbs.),46,Deployed,180,1,0,Male,116,Front,174,351,175,6.1074
1450,10,-18,634,2,2003,1510,55,Passenger Car,55,Deployed,180,1,1,Male,95,Front,154,280,105,4.312
1500,8,-21,634,3,2006,1580,70,Passenger Car,19,Deployed,191,1,1,Male,91,Front,151,270,115,4.077
1630,-8,22,634,5,2010,2040,45,Passenger Car,56,Not Deployed,170,1,1,Male,78,Rear,155,281,295,4.3555
2040,-3,-19,634,6,2006,1200,45,Truck (<=10000 lbs.),27,Deployed,180,0,1,Male,59,Front,170,310,145,5.27
1580,11,-19,633,1,2002,1570,0,Passenger Car,16,Not Deployed,173,0,1,Male,50,Front,153,267,105,4.0851
1180,10,-28,632,3,2002,1530,35,Passenger Car,42,Deployed,170,0,1,Male,78,Front,147,262,115,3.8514
2150,0,-27,632,3,2002,1615,30,Truck (<=10000 lbs.),24,Deployed,170,3,0,Male,66,Front,157,295,135,4.6315
1910,3,-20,632,4,2002,2130,60,Truck (<=10000 lbs.),43,Deployed,178,0,1,Male,88,Front,166,338,125,5.6108
1400,-12,-34,632,5,2002,1710,35,Truck (<=6000 lbs.),22,Deployed,175,3,1,Male,68,Front,152,262,155,3.9824
1520,15,-18,631,2,2002,1800,45,Passenger Car,63,Not Deployed,173,1,1,Male,75,Left,157,276,95,4.3332
1180,0,29,630,2,2003,1210,35,Passenger Car,22,Not Deployed,180,1,1,Male,77,Rear,145,264,315,3.828
1260,-13,-37,630,4,2002,1800,35,Passenger Car,18,Deployed,170,1,1,Male,68,Front,147,256,155,3.7632
1530,-19,-3,629,1,2002,1760,30,Passenger Car,67,Not Deployed,180,0,1,Male,109,Right,157,281,215,4.4117
2700,0,-18,629,2,2009,1350,25,Truck (<=10000 lbs.),47,Deployed,180,0,0,Male,75,Front,174,391,135,6.8034
1710,-31,-26,629,3,2001,2450,40,Passenger Car,44,Not Deployed,170,5,0,Male,78,Right,151,283,185,4.2733
1380,-34,-12,629,4,2002,1450,30,Passenger Car,29,Not Deployed,175,1,1,Male,91,Right,150,251,205,3.765
1580,0,-31,629,5,2007,1615,35,Passenger Car,24,Deployed,191,0,1,Male,79,Front,157,281,135,4.4117
1560,-10,-27,628,2,2002,2040,30,Passenger Car,33,Deployed,170,3,1,Male,68,Front,146,265,155,3.869
2050,-13,-22,628,4,2002,2030,35,Truck (<=10000 lbs.),22,Deployed,180,4,1,Male,92,Front,167,326,165,5.4442
2340,8,-23,628,4,2003,1380,35,Truck (<=10000 lbs.),40,Deployed,185,1,1,Male,86,Front,170,295,115,5.015
1270,0,-37,627,2,2004,1690,45,Passenger Car,35,Deployed,185,3,0,Male,136,Front,149,262,135,3.9038
2290,-21,-4,627,2,2001,1550,50,Truck (<=10000 lbs.),49,Not Deployed,175,1,0,Male,77,Right,174,348,215,6.0552
2670,-10,-26,627,2,2003,1630,55,Truck (<=6000 lbs.),69,Deployed,175,1,1,Male,100,Front,161,291,155,4.6851
1020,10,-26,626,3,2000,1360,40,Passenger Car,35,Deployed,173,3,0,Male,86,Front,146,250,115,3.65
1560,-12,-22,626,4,2004,2560,30,Passenger Car,19,Not Deployed,180,0,1,Male,52,Right,154,285,165,4.389
1900,0,-23,626,5,2004,1760,45,Truck (<=6000 lbs.),32,Deployed,170,3,0,Male,78,Front,152,270,135,4.104
2290,-10,-28,626,5,2003,1510,45,Truck (<=10000 lbs.),27,Deployed,180,0,0,Male,91,Front,165,323,155,5.3295
1410,22,-8,625,3,2000,1100,0,Passenger Car,29,Not Deployed,183,1,0,Male,150,Left,150,272,65,4.08
1940,0,-25,625,3,2005,1300,35,Truck (<=6000 lbs.),48,Deployed,163,0,1,Male,68,Front,168,303,135,5.0904
1603,-10,-8,625,5,2000,1410,35,Truck (<=10000 lbs.),51,Not Deployed,178,0,1,Male,95,Front,174,348,185,6.0552
1410,27,-15,624,2,2003,2170,55,Passenger Car,56,Not Deployed,170,1,1,Male,78,Left,150,272,75,4.08
1330,-8,-23,624,7,2004,1540,45,Passenger Car,26,Not Deployed,183,0,0,Male,91,Front,153,259,155,3.9627
1660,-9,-23,622,3,2005,1420,50,Passenger Car,29,Deployed,183,0,1,Male,70,Front,163,286,155,4.6618
1460,9,-24,622,4,2002,1170,45,Passenger Car,20,Deployed,185,1,0,Male,88,Front,154,257,115,3.9578
1640,0,-30,622,4,2006,1615,45,Truck (<=6000 lbs.),62,Not Deployed,178,0,1,Male,95,Front,154,264,135,4.0656
2090,-4,-20,622,6,2002,1650,35,Truck (<=10000 lbs.),69,Deployed,180,2,1,Male,131,Front,157,295,145,4.6315
2330,-5,-28,621,2,2008,2060,35,Truck (<=10000 lbs.),26,Deployed,168,1,0,Male,79,Front,173,405,145,7.0065
1190,-13,-35,621,3,2008,1210,45,Passenger Car,33,Deployed,191,1,1,Male,84,Front,147,261,155,3.8367
1090,25,-21,620,2,2002,1390,35,Passenger Car,47,Deployed,183,3,0,Male,95,Left,144,260,85,3.744
1310,24,-14,620,2,2002,1470,35,Passenger Car,28,Not Deployed,175,0,0,Male,64,Front,150,252,75,3.78
1530,6,-17,620,2,2002,1070,55,Passenger Car,50,Deployed,168,3,0,Male,86,Front,157,277,115,4.3489
1810,-26,5,620,2,2008,2270,40,Passenger Car,52,Not Deployed,170,1,1,Male,96,Right,148,294,235,4.3512
2690,3,-18,620,4,2004,1280,45,Truck (<=10000 lbs.),54,Not Deployed,183,0,1,Male,93,Front,174,348,125,6.0552
1380,14,-39,619,2,2001,1570,40,Passenger Car,22,Deployed,173,1,1,Male,73,Front,149,261,115,3.8889
1580,6,-34,619,2,2003,1770,35,Passenger Car,23,Deployed,183,0,0,Male,86,Front,155,275,125,4.2625
1940,4,-25,619,4,2010,1270,45,Truck (<=6000 lbs.),41,Deployed,188,0,1,Male,150,Front,157,295,125,4.6315
1460,-30,-35,619,5,2006,1260,35,Passenger Car,32,Deployed,163,2,1,Male,64,Front,152,258,175,3.9216
1680,5,-28,619,5,2004,1640,45,Truck (<=6000 lbs.),50,Deployed,173,1,0,Male,126,Front,158,305,125,4.819
1270,0,-27,618,2,2007,1730,35,Passenger Car,35,Not Deployed,183,0,1,Male,88,Front,148,260,135,3.848
1200,18,-21,618,4,2008,1615,65,Passenger Car,21,Not Deployed,180,1,1,Male,93,Front,149,246,95,3.6654
1440,-7,-19,618,4,2000,910,45,Truck (<=6000 lbs.),72,Deployed,170,1,0,Male,80,Front,146,310,155,4.526
2140,-14,-16,618,4,2000,1560,45,Truck (<=10000 lbs.),66,Deployed,180,0,1,Male,113,Front,169,366,175,6.1854
1390,0,-28,617,2,2000,1800,65,Passenger Car,23,Deployed,185,1,0,Male,107,Front,154,257,135,3.9578
1120,-22,-8,617,3,2003,1970,55,Passenger Car,16,Deployed,163,0,1,Male,66,Right,144,250,205,3.6
1570,19,-16,617,3,2005,1710,35,Passenger Car,21,Deployed,183,0,0,Male,79,Front,156,271,85,4.2276
1440,9,-25,617,4,2001,1860,40,Truck (<=6000 lbs.),44,Deployed,173,1,0,Male,88,Front,153,262,115,4.0086
1940,11,-31,617,4,2008,1840,45,Truck (<=6000 lbs.),24,Deployed,180,1,1,Male,73,Front,161,278,115,4.4758
1450,-22,-12,617,5,2006,1790,45,Passenger Car,22,Not Deployed,178,1,1,Male,83,Right,156,273,195,4.2588
1740,-15,-9,617,5,2001,1830,40,Truck (<=6000 lbs.),48,Deployed,170,1,1,Male,78,Front,149,284,195,4.2316
1960,0,-23,616,7,2007,1050,35,Truck (<=6000 lbs.),36,Deployed,170,2,1,Male,68,Front,162,282,135,4.5684
1510,19,-16,615,2,2000,1470,0,Passenger Car,25,Not Deployed,175,0,1,Male,91,Left,154,272,85,4.1888
1790,-11,-13,615,2,2004,1380,30,Truck (<=6000 lbs.),41,Not Deployed,178,0,1,Male,79,Right,156,274,175,4.2744
2060,-3,-18,615,5,2003,1250,30,Truck (<=10000 lbs.),27,Deployed,180,1,0,Male,118,Front,167,326,145,5.4442
2650,-5,-14,615,5,2007,1170,45,Truck (<=10000 lbs.),33,Not Deployed,170,0,1,Male,91,Front,171,366,155,6.2586
1440,4,-25,615,7,2005,1470,45,Passenger Car,51,Deployed,183,0,1,Male,100,Front,154,272,125,4.1888
1330,0,41,613,2,2008,1470,55,Passenger Car,20,Not Deployed,183,1,1,Male,85,Rear,153,264,315,4.0392
1420,-25,-21,613,4,2005,1490,45,Passenger Car,31,Deployed,175,1,1,Male,66,Right,150,272,185,4.08
1630,36,-21,613,4,2001,1710,40,Truck (<=6000 lbs.),45,Deployed,178,1,1,Male,73,Front,162,307,75,4.9734
1920,26,-15,613,5,2001,1800,35,Truck (<=10000 lbs.),67,Deployed,188,1,1,Male,98,Front,171,365,75,6.2415
2140,7,-40,613,5,2003,1800,45,Truck (<=10000 lbs.),22,Deployed,183,0,0,Male,109,Front,157,295,125,4.6315
1390,-6,32,612,2,2001,3580,25,Passenger Car,72,Not Deployed,178,1,1,Male,70,Rear,151,272,305,4.1072
1330,-7,-40,612,3,2000,1620,35,Passenger Car,25,Deployed,170,1,1,Male,61,Front,153,274,145,4.1922
1220,11,-19,612,4,2002,1310,50,Passenger Car,32,Deployed,170,1,0,Male,95,Front,147,260,105,3.822
1390,15,-13,611,3,2003,1310,45,Passenger Car,42,Not Deployed,183,1,1,Male,82,Left,151,274,85,4.1374
2230,14,-17,611,4,2004,2050,30,Truck (<=10000 lbs.),52,Not Deployed,170,1,1,Male,72,Left,166,295,95,4.897
1400,0,-28,611,6,2007,2300,40,Passenger Car,17,Deployed,168,0,1,Male,59,Front,146,252,135,3.6792
2070,-21,-18,611,7,2011,1480,35,Truck (<=6000 lbs.),38,Deployed,173,0,1,Male,82,Right,167,299,185,4.9933
1560,13,-16,610,2,2001,1110,35,Passenger Car,85,Not Deployed,165,1,0,Male,86,Front,156,281,95,4.3836
2020,7,-19,610,2,2003,1560,25,Truck (<=6000 lbs.),48,Deployed,180,1,1,Male,70,Front,170,270,115,4.59
2180,0,-25,610,2,2006,1030,35,Truck (<=10000 lbs.),19,Deployed,168,0,1,Male,57,Front,172,320,135,5.504
1500,0,27,610,4,2009,1710,55,Truck (<=6000 lbs.),59,Not Deployed,170,0,1,Male,64,Rear,148,262,315,3.8776
1900,-10,-12,610,4,2003,1040,40,Passenger Car,43,Not Deployed,178,0,1,Male,100,Right,162,290,175,4.698
1490,-9,-24,609,3,2002,1570,45,Passenger Car,20,Deployed,180,1,0,Male,93,Front,153,257,155,3.9321
1970,0,-20,609,3,2003,1380,45,Truck (<=6000 lbs.),76,Deployed,180,1,1,Male,100,Front,155,289,135,4.4795
1520,0,-34,608,2,2002,1560,30,Passenger Car,41,Deployed,185,2,0,Male,84,Front,143,260,135,3.718
1710,16,-9,608,4,2001,1800,30,Truck (<=6000 lbs.),49,Deployed,170,1,1,Male,79,Left,162,288,75,4.6656
1910,18,-21,607,2,2000,2000,45,Truck (<=6000 lbs.),35,Not Deployed,165,2,0,Male,61,Left,149,282,95,4.2018
2420,0,-21,607,3,2010,2240,45,Truck (<=10000 lbs.),58,Deployed,170,0,1,Male,78,Front,174,351,135,6.1074
1890,4,-23,607,4,2003,1510,35,Truck (<=6000 lbs.),21,Deployed,183,1,1,Male,150,Front,158,271,125,4.2818
1160,-11,-30,607,5,2009,1450,0,Passenger Car,31,Deployed,175,1,1,Male,68,Front,144,248,155,3.5712
2200,-10,-12,607,5,2002,1450,35,Truck (<=10000 lbs.),39,Not Deployed,170,0,1,Male,64,Front,166,352,175,5.8432
2400,0,29,606,2,2005,1220,75,Truck (<=10000 lbs.),58,Not Deployed,180,1,1,Male,82,Rear,168,286,315,4.8048
1570,12,-20,606,3,2003,2210,30,Truck (<=6000 lbs.),23,Deployed,173,2,1,Male,91,Front,153,262,105,4.0086
1210,21,-12,606,4,2004,1570,45,Passenger Car,19,Not Deployed,178,1,0,Male,64,Left,145,264,75,3.828
2420,-16,-10,605,3,2008,2260,30,Truck (<=10000 lbs.),57,Not Deployed,170,1,1,Male,82,Right,170,295,195,5.015
2500,-22,-4,605,3,2005,1700,35,Truck (<=6000 lbs.),49,Not Deployed,178,1,1,Male,91,Right,173,313,215,5.4149
3110,0,-21,605,3,2003,1320,50,Truck (<=10000 lbs.),49,Not Deployed,183,0,0,Male,86,Front,173,408,135,7.0584
1810,18,15,605,4,2003,2320,45,Truck (<=6000 lbs.),28,Not Deployed,173,0,1,Male,91,Left,154,270,5,4.158
1480,0,-38,604,5,2004,1870,40,Truck (<=6000 lbs.),50,Deployed,170,1,0,Male,95,Front,153,262,135,4.0086
1520,-21,-18,604,5,2005,1540,40,Passenger Car,23,Not Deployed,173,1,1,Male,77,Right,154,272,185,4.1888
3220,0,-25,604,5,2005,1400,35,Truck (<=10000 lbs.),25,Deployed,170,0,1,Male,78,Front,170,302,135,5.134
2030,17,-3,603,2,2011,1740,25,Truck (<=10000 lbs.),28,Deployed,180,1,1,Male,79,Left,173,300,55,5.19
1500,0,-33,603,3,2006,1560,35,Passenger Car,41,Deployed,175,1,1,Male,73,Front,157,276,135,4.3332
1630,11,-18,603,3,2007,1180,45,Passenger Car,37,Deployed,168,1,1,Male,73,Front,156,290,105,4.524
1580,-12,-20,603,4,2000,1090,30,Passenger Car,30,Deployed,178,0,1,Male,107,Front,158,287,165,4.5346
1530,-22,-39,603,5,2005,1740,35,Passenger Car,85,Deployed,170,1,1,Male,78,Front,157,277,165,4.3489
1390,25,-4,602,2,2004,1560,45,Passenger Car,18,Not Deployed,168,3,1,Male,68,Left,150,272,55,4.08
1410,0,-28,602,2,2001,2240,65,Truck (<=6000 lbs.),23,Deployed,178,1,0,Male,77,Front,139,275,135,3.8225
1820,12,-33,602,3,2004,1950,40,Passenger Car,77,Deployed,175,1,1,Male,73,Front,159,293,115,4.6587
2480,-7,-19,601,2,2001,1860,55,Truck (<=10000 lbs.),29,Not Deployed,175,1,1,Male,73,Front,174,348,155,6.0552
1600,14,-24,601,3,2001,1500,35,Passenger Car,27,Deployed,183,1,1,Male,113,Front,157,276,105,4.3332
1210,-22,-19,601,4,2001,1540,40,Passenger Car,77,Deployed,165,5,0,Male,64,Right,145,264,185,3.828
1120,-29,-3,600,2,2000,1320,35,Passenger Car,23,Not Deployed,188,0,1,Male,87,Right,148,260,215,3.848
2370,-16,-14,600,2,2002,1410,35,Truck (<=10000 lbs.),31,Not Deployed,191,0,1,Male,73,Front,175,357,185,6.2475
1270,-12,-33,600,3,2006,1380,25,Passenger Car,20,Deployed,188,1,0,Male,77,Front,148,262,155,3.8776
2340,-6,-17,600,3,2003,1160,55,Truck (<=10000 lbs.),26,Not Deployed,188,2,1,Male,118,Front,172,357,155,6.1404
2130,-9,-24,600,4,2005,1410,45,Truck (<=6000 lbs.),35,Deployed,188,1,1,Male,107,Front,162,287,155,4.6494
1580,-15,-25,600,5,2004,1640,50,Passenger Car,21,Deployed,183,3,1,Male,77,Front,157,281,165,4.4117
1250,0,-32,599,2,2002,2010,30,Passenger Car,30,Deployed,173,1,1,Male,86,Front,147,254,135,3.7338
1260,20,-17,599,2,2005,1810,0,Passenger Car,18,Not Deployed,183,1,1,Male,95,Left,147,257,85,3.7779
1380,0,-34,599,3,2004,2340,55,Passenger Car,46,Deployed,183,2,1,Male,111,Front,150,270,135,4.05
